OBJECTID,id,effectiveDate,instrument_ID,name,siteType,Watershed,siteTypeStr,structure,dataLoc,Type (Digital/Analog/Both),Analog_Years,Purpose,Digital_Years,State,County,Easting_DB,Norting_DB,Elevation_DB,latitude,longitude,Area_acres,In_DB,Published,Notes,Notes 2,x,y
175,209,04/30/2018 11:41:00,9,sr_rg09   ,10,SRER,Raingage,,raingage\rgsr9\rgsr9.dat                          ,Both,1976-1977 ,,2016-Present,Arizona,Pima,514176,3520077,1211,31.81624,-110.8502,,Yes,Yes,Analog rain gauges operational year round. See DAP database for exact dates of operation. Analog rain gauges using a daily (24-hour) clock/chart.,"Per MHN: Our SRER RTK measurements were taken at the analog gages, and the digital gages have not been measured. The digital gages were installed close (within about 5 feet) to the analog locations.",514176,3520077
176,501,07/07/1975 16:55:00,501,sr_rg501,10,SRER,Raingage,,,Analog,1975-1990,,,Arizona,Pima,513036,3524541,1046,31.85653,-110.8622,,Yes,Yes,Analog rain gauges operational year round. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart. GA: Coordinates obtained from SRER RG 1 (201),Per MAK and JRS: Likely co-located with 201 GA:  effectiveDate has been added from DB event start date.,513036,3524541
177,504,05/13/1977 17:40:00,504,sr_rg504,10,SRER,Raingage,,,Analog,1977-1990,,,Arizona,Pima,509065,3523927,897,31.85103,-110.9042,,Yes,Yes,Analog rain gauges operational year round. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart. GA: Coordinates obtained from SRER RG 4 (204),Per MAK and JRS: Likely co-located with 204 GA:  effectiveDate has been added from DB event start date.,509065,3523927
178,507,03/03/1976 17:16:00,507,sr_rg507,10,SRER,Raingage,,,Analog,1976-1990,,,Arizona,Pima,513158,3524352,1018,31.85482,-110.8609,,Yes,Yes,Analog rain gauges operational year round. See DAP database for exact dates of operation. Analog rain gauges using a weekly clock/chart. GA: Coordinates obtained from SRER RG 7 (207),Per MAK and JRS: Likely co-located with 207 GA:  effectiveDate has been added from DB event start date.,513158,3524352
179,1001,06/176/09 16:00:00,1,wg_flum001,20,WGEW,Flume,,flume\flume01\flume01.dat,Both,1954-1999,,2000-Present,Arizona,Pima,580206,3510738,1227,31.72926,-110.1534,36900,Yes,Yes,,,580206,3510738
180,1002,06/176/09 16:07:00,2,wg_flum002,20,WGEW,Flume,,flume\flume02\flume02.dat,Both,1953-1999,,2000-Present,Arizona,Pima,585357,3511395,1292,31.73481,-110.0989,28100,Yes,Yes,,,585357,3511395
181,1003,12/312/14 13:25:00,3,wg_flum003,20,WGEW,Flume,,flume\flume03\flume03.dat,Both,1954-1999,,2000-Present,Arizona,Pima,589111,3511152,1335,31.73234,-110.0593,2220,Yes,Yes,,,589111,3511152
182,1004,08/118/17 13:37:00,4,wg_flum004,20,WGEW,Flume,,flume\flume04\flume04.dat,Both,1954-1999,,2000-Present,Arizona,Pima,590422,3511788,1359,31.73797,-110.0454,560,Yes,Yes,,,590422,3511788
183,1005,,5,wg_flum005,20,WGEW,Flume,OSF,,Analog,1959-1973,,,Arizona,Pima,591802,3508596,1364,31.70907,-110.0312,5510,Yes,Yes,GA: Coordinates for this gage were obatined from the FLUMES.shp (layer found in the TORNADO server),,591802,3508596
184,1006,05/225/10 0:00:00,6,wg_flum006,20,WGEW,Flume,,flume\flume06\flume06.dat,Both,1962-1999,,2000-Present,Arizona,Pima,589412,3510315,1345,31.72476,-110.0562,23500,Yes,Yes,,,589412,3510315
185,1007,06/196/09 0:00:00,7,wg_flum007,20,WGEW,Flume,,flume\flume07\flume07.dat,Both,,,2000-Present,Arizona,Pima,585334,3511251,1298,31.73352,-110.0992,3340,Yes,Yes,,,585334,3511251
186,1008,,8,wg_flum008,20,WGEW,Flume,,,Analog,1963-1989,,,Arizona,Pima,590491,3510239,1347,31.72399,-110.0449,3830,Yes,Yes,,,590491,3510239
187,1009,06/196/09 0:00:00,9,wg_flum009,20,WGEW,Flume,,flume\flume09\flume09.dat,Both,1967-1999,,2000-Present,Arizona,Pima,592281,3509686,1372,31.71886,-110.026,5830,Yes,Yes,,,592281,3509686
188,1010,06/196/09 0:00:00,10,wg_flum010,20,WGEW,Flume,,flume\flume10\flume10.dat,Both,1967-1999,,2000-Present,Arizona,Pima,592400,3509923,1372,31.72099,-110.0247,4110,Yes,Yes,,,592400,3509923
189,1011,06/196/09 0:00:00,11,wg_flum011,20,WGEW,Flume,,flume\flume11\flume11.dat,Both,1963-1999,,2000-Present,Arizona,Pima,595224,3512227,1426,31.74154,-109.9947,2035,Yes,Yes,,,595224,3512227
190,1015,06/196/09 0:00:00,15,wg_flum015,20,WGEW,Flume,,flume\flume15\flume15.dat,Both,1965-1999,,2000-Present,Arizona,Pima,590945,3509061,1355,31.71333,-110.0402,5912,Yes,Yes,,,590945,3509061
191,1101,,101,wg_flum101,20,WGEW,Flume,,,Analog,1962-1986,,,Arizona,Pima,589680,3512456,,31.74405,-110.0532,3.2,Yes,Yes,GA: Approximate location obtained from Google Earth Pro,,589680,3512456
192,1102,06/206/12 10:06:00,102,wg_flum102,20,WGEW,Flume,,flume\flume102\flume102.dat,Both,1963-1999,,2000-Present,Arizona,Pima,589740,3512251,1360,31.7422,-110.0526,3.6,Yes,Yes,,,589740,3512251
193,1103,06/206/13 8:33:00,103,wg_flum103,20,WGEW,Flume,,flume\flume103\flume103.dat,Both,1963-1999,,2000-Present,Arizona,Pima,589541,3512372,1362,31.74331,-110.0547,9.1,Yes,Yes,,,589541,3512372
194,1104,06/306/11 9:35:00,104,wg_flum104,20,WGEW,Flume,,flume\flume104\flume104.dat,Both,1963-1999,,2000-Present,Arizona,Pima,589757,3512144,1350,31.74123,-110.0524,11.2,Yes,Yes,,,589757,3512144
195,1105,07/257/17 14:56:00,105,wg_flum105,20,WGEW,Flume,,flume\flume105\flume105.dat,Both,"1965-1986, 1992-1999",,2000-Present,Arizona,Pima,589521,3512390,1361,31.74347,-110.0549,0.553,Yes,Yes,,,589521,3512390
196,1106,06/66/12 0:00:00,106,wg_flum106,20,WGEW,Flume,,flume\flume106\flume106.dat,Both,1965-1999,,2000-Present,Arizona,Pima,589636,3512232,1358,31.74204,-110.0537,0.85,Yes,Yes,,,589636,3512232
197,1111,,111,wg_flum111,20,WGEW,Flume,,,Analog,1992-1994,,,,,599640,3511519,1495,31.73478,-109.9482,,Yes,No,"GA: Data available only for 3 years. Metadata says that data available from 1962 to Present. Data can be queries only when including this flume as part of a range in DAP (legacy). No daily totals were created for this flue, only events and breakpoints. Coordinates for this gage were obtained from the FLUMES.shp (layer found in the TORNADO server).  GA: Tim and Mark K. confirmed event data for this flume is bad. ",,599640,3511519
198,1112,06/246/11 13:35:00,112,wg_flum112,30,WGEW,Weir,VNW,flume\flume112\flume112.dat,Both,"1962-1986, 1990-1999",,2000-Present,Arizona,Pima,600058,3511785,1513,31.73714,-109.9437,4.6,Yes,Yes,,,600058,3511785
199,1113,05/215/03 1:00:00,113,wg_flum113,20,WGEW,Flume,,,Analog,"1966-1976, 1971-1999",,,Arizona,Pima,600098,3511939,1506,31.73853,-109.9433,,Yes,No,GA: Only event data is availabe for this flume. GA: Tim and Mark K. confirmed event data for this flume is bad.,,600098,3511939
200,1121,08/158/18 0:00:00,121,wg_flum121,20,WGEW,Flume,,flume\flume121\flume121.dat,Both,1972-1999,,2000-Present,Arizona,Pima,591321,3510937,1359,31.73022,-110.036,13.4,Yes,Yes,,,591321,3510937
201,1122,,122,wg_flum122,20,WGEW,Flume,SRF,,Analog,1974-1988,,,Arizona,Pima,593001,3512411,1403,31.74338,-110.0182,2.4,Yes,Yes,GA: Coordinates for this gage were obatined from the FLUMES.shp (layer found in the TORNADO server),,593001,3512411
202,1124,,124,wg_flum124,20,WGEW,Flume,,,Analog,1974-1998,,,Arizona,Pima,593015,3512300,1396,31.74238,-110.018,5.4,Yes,Yes,GA: Coordinates for this gage were obatined from the FLUMES.shp (layer found in the TORNADO server),,593015,3512300
203,1125,07/57/11 0:00:00,125,wg_flum125,20,WGEW,Flume,,flume\flume125\flume125.dat,Both,1980-1999,,2000-2015,Arizona,Pima,589724,3510335,1336,31.72492,-110.0529,14.6,Yes,Yes,,,589724,3510335
204,1126,04/284/17 0:00:00,126,wg_flum126,20,WGEW,Flume,,flume\flume126\flume126.dat,Digital,,,2011-Present,Arizona,Pima,599790,3511697,1503,31.73637,-109.9466,2.45,Yes,Yes,,,599790,3511697
205,1201,06/266/18 14:18:00,1,sr_flume01,20,SRER,Flume,,flume\flsr1\flsr1.dat,Both,1975-1999,,2000-Present,Arizona,Pima,513001,3524599,1043,31.85705,-110.8626,4.04,Yes,Yes,,,513001,3524599
206,1202,04/244/18 13:53:00,2,sr_flume02,20,SRER,Flume,,flume\flsr2\flsr2.dat,Both,1975-1999,,2000-Present,Arizona,Pima,512933,3524372,1046,31.85501,-110.8633,4.37,Yes,Yes,,,512933,3524372
207,1203,06/266/18 14:28:00,3,sr_flume03,20,SRER,Flume,,flume\flsr3\flsr3.dat,Both,1975-1999,,2000-Present,Arizona,Pima,508195,3524179,969,31.85331,-110.9134,6.81,Yes,Yes,,,508195,3524179
208,1204,04/254/18 12:34:00,4,sr_flume04,20,SRER,Flume,,flume\flsr4\flsr4.dat,Both,1975-1999,,2000-Present,Arizona,Pima,509035,3523954,897,31.85127,-110.9045,4.88,Yes,Yes,,,509035,3523954
209,1205,06/266/18 14:49:00,5,sr_flume05,20,SRER,Flume,,flume\flsr5\flsr5.dat,Both,1975-1999,,2000-Present,Arizona,Pima,514020,3519985,1165,31.81541,-110.8519,9.93,Yes,Yes,,,514020,3519985
210,1206,04/244/18 10:34:00,6,sr_flume06,20,SRER,Flume,,flume\flsr6\flsr6.dat,Both,1976-1999,,2000-Present,Arizona,Pima,513759,3519764,1155,31.81342,-110.8546,7.6,Yes,Yes,,,513759,3519764
211,1207,04/244/18 10:10:00,7,sr_flume07,20,SRER,Flume,,flume\flsr7\flsr7.dat,Both,1976-1999,,2000-Present,Arizona,Pima,513934,3520100,1165,31.81645,-110.8528,2.63,Yes,Yes,,,513934,3520100
212,1208,04/244/18 9:57:00,8,sr_flume08,20,SRER,Flume,,flume\flsr8\flsr8.dat,Both,1976-1999,,2000-Present,Arizona,Pima,513942,3520153,1161,31.81693,-110.8527,2.77,Yes,Yes,,,513942,3520153
213,2001,06/266/18 16:09:00,1,wg_tank01,40,WGEW,Tank,,tank\tank01\tank01.dat,Both,1966-2003,,2004-Present,Arizona,Pima,581541.339,3511760.767,1251.166,31.73839,-110.1392,,Yes,Yes,,,581541.339,3511760.767
214,2007,05/195/15 15:36:00,7,wg_tank07,40,WGEW,Tank,,tank\tank07\tank07.dat,Both,1962-2003,,2005-Present,Arizona,Pima,592248.338,3507537.082,1388.77,31.69948,-110.0266,,Yes,Yes,,,592248.338,3507537.082
215,2008,04/94/13 11:47:00,8,wg_tank08,40,WGEW,Tank,,tank\tank08\tank08.dat,Both,1973-2003,,2004-Present,Arizona,Pima,592473.182,3513032.294,1399.69,31.74903,-110.0237,,Yes,Yes,,,592473.182,3513032.294
216,2012,05/205/05 12:38:00,12,wg_tank12,40,WGEW,Tank,,,Analog,1999-2007,,,Arizona,Pima,593655.256,3505632.764,1409.334,31.68218,-110.0119,,Yes,No,Data available in DB but not linked int he tanks DB table. Data not published.,,593655.256,3505632.764
217,2013,08/88/14 15:07:00,13,wg_tank13,40,WGEW,Tank,,tank\tank13\tank13.dat,Both,1969-2003,,2005-Present,Arizona,Pima,594391.333,3508391.552,1423.81,31.70701,-110.0039,,Yes,Yes,,,594391.333,3508391.552
218,2014,03/213/17 10:20:00,14,wg_tank14,40,WGEW,Tank,,tank\tank14\tank14.dat,Both,1960-2003,,2004-Present,Arizona,Pima,594808.543,3513740.567,1441.921,31.75523,-109.9989,,Yes,Yes,,,594808.543,3513740.567
219,2015,05/305/15 0:00:00,15,wg_tank15,40,WGEW,Tank,,tank\tank15\tank15.dat,Both,1966-2003,,2005-Present,Arizona,Pima,595669.416,3511603.951,1446.327,31.73588,-109.9901,,Yes,Yes,,,595669.416,3511603.951
220,2016,04/84/13 14:38:00,16,wg_tank16,40,WGEW,Tank,,tank\tank16\tank16.dat,Both,1959-2003,,2004-Present,Arizona,Pima,597349.527,3513113.126,1471.671,31.74936,-109.9722,,Yes,Yes,,,597349.527,3513113.126
221,2020,05/195/14 14:38:00,20,wg_tank20,40,WGEW,Tank,,,Analog,1999-2016,,,Arizona,Pima,599485.307,3511469.165,1494.829,31.73434,-109.9498,,Yes,No,Data available in DB but not linked int he tanks DB table. Data not published.,,599485.307,3511469.165
222,2023,06/176/09 17:43:00,23,wg_tank23,40,WGEW,Tank,,,Analog,1999-2010,,,Arizona,Pima,588696.522,3511528.322,1336.421,31.73576,-110.0637,,Yes,No,Data available in DB but not linked int he tanks DB table. Data not published.,,588696.522,3511528.322
223,3001,07/207/18 13:13:00,1,lh_met,50,WGEW,Met,,met\lhmet\lhmet.dat,Both,,,2000-Present,Arizona,Pima,589772.5421,3512432.756,,31.74384,-110.0522,,Yes,Yes,Coordinates from LH Flux site,,589772.5421,3512432.756
224,3002,05/305/17 12:58:00,2,kenmet,50,WGEW,Met,,met\kenmet\kenmet.dat,Both,,,2000-Present,Arizona,Pima,600231.6387,3511719.174,,31.73653,-109.9419,,Yes,Yes,Coordinates from KG Flux site,,600231.6387,3511719.174
225,3003,06/196/18 10:14:00,3,shopMet,50,WGEW,Met,,met\shopmet\shopmet.dat,Both,,,2000-Present,Arizona,Pima,589309.6,3508193.4,1409.5,31.70563,-110.0575,,Yes,Yes,Coordinates from RG81 (Shop),,589309.6,3508193.4
226,3410,09/169/15 9:03:00,410,audmet,50,USP,Met,,audubon\audmet\audmet.dat,Both,,,2000-Present,Arizona,Pima,547920,3496185,1453,31.59977,-110.4949,,Yes,Yes,Coordinates and elevation obtained from Audubon_raingages.shp file,,547920,3496185
227,60128,,128,LHJPLTDR1,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,589567.452,3512295.94,1368.053,31.74262,-110.0544,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,589567.452,3512295.94
228,60129,,129,LHJPLTDR2,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,589792.949,3512420.26,1373.427,31.74372,-110.052,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,589792.949,3512420.26
229,60130,,130,LHTrench,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,589799.173,3512411.81,1372.966,31.74365,-110.052,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,589799.173,3512411.81
230,60131,,131,KNJPLTDR1,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,599929.97,3511817.28,1508.4,31.73744,-109.9451,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,599929.97,3511817.28
231,601321,,1321,KNTrench 1,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,600012.206,3511747.58,1512.064,31.73681,-109.9442,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,600012.206,3511747.58
232,601322,,1322,KNTrench 2,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,600012.162,3511753.92,1511.437,31.73686,-109.9442,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,600012.162,3511753.92
233,601323,,1323,KNTrench 3,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,600011.933,3511759.93,1510.784,31.73692,-109.9442,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,600011.933,3511759.93
234,601331,,1331,KSTrench 1,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,599893.915,3511857.34,1512.726,31.73781,-109.9454,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,599893.915,3511857.34
235,601332,,1332,KSTrench 2,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,599897.786,3511853.41,1512.459,31.73777,-109.9454,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,599897.786,3511853.41
236,601333,,1333,KSTrench 3,60,WGEW,Soil Moisture,,,Both,,,,Arizona,Pima,599906.151,3511844.31,1511.441,31.73769,-109.9453,,No,No,"GA: For ID, using 60 as prefix for soil mostures and in some the instrument number for suffix",,599906.151,3511844.31
237,8001,,1,SRG,80,SRER,Flux,,,Both,,,,Arizona,Pima,516283.355,3517105.535,,31.78941,-110.828,,No,Yes,From fluxtowers_utm.shp,,516283.355,3517105.535
238,8002,,2,SRM,80,SRER,Flux,,,Both,,,,Arizona,Pima,512671.0801,3520650.641,,31.82143,-110.8661,,No,Yes,From fluxtowers_utm.shp,,512671.0801,3520650.641
239,8003,,3,CM,80,USP,Flux,,,Both,,,,Arizona,Pima,577946.7819,3503442.879,,31.6636,-110.1778,,No,No,From fluxtowers_utm.shp,,577946.7819,3503442.879
240,8004,,4,LSS,80,USP,Flux,,,Both,,,,Arizona,Pima,581585.8622,3492156.655,,31.56153,-110.1403,,No,No,From fluxtowers_utm.shp,,581585.8622,3492156.655
241,8005,,5,LSM,80,USP,Flux,,,Both,,,,Arizona,Pima,582146.7805,3492638.828,,31.56585,-110.1344,,No,No,From fluxtowers_utm.shp,,582146.7805,3492638.828
242,8006,,6,KG,80,WGEW,Flux,,,Both,,,,Arizona,Pima,600231.6387,3511719.174,,31.73653,-109.9419,,No,No,From fluxtowers_utm.shp,,600231.6387,3511719.174
243,8007,,7,LH,80,WGEW,Flux,,,Both,,,,Arizona,Pima,589772.5421,3512432.756,,31.74384,-110.0522,,No,No,From fluxtowers_utm.shp,,589772.5421,3512432.756
244,8009,,9,RY,80,WGEW,Flux,,,Both,,,,Arizona,Pima,667393.1138,3081746.611,,27.85,-109.3,,No,No,From fluxtowers_utm.shp,,667393.1138,3081746.611
245,8010,,10,MB,80,Tucson,Flux,,,Both,,,,Arizona,Pima,525828.8919,3586658.459,,32.41671,-110.7253,,No,No,From fluxtowers_utm.shp,,525828.8919,3586658.459
246,8011,,11,SRC,80,SRER,Flux,,,Both,,,,Arizona,Pima,515175.2096,3530249.496,,31.908,-110.8395,,No,No,From fluxtowers_utm.shp,,515175.2096,3530249.496
247,210,07/27/2020 11:41:00,10,sr_rg10,10,SRER,Raingage,,raingage\rgsr10\rgsr10.dat ,Digital,,,2020-Present,Arizona,Pima,509731.35,3517701.26,,,,,Yes,Yes,Comment from Mark K: This rain gage is at Joel’s site. It is a new long-term gauge at SRER.,,509731,3517701
248,428,08/14/2020 09:20:00,428,wg_rg428,10,USP,Raingage,,raingage\rg428\rg428.dat ,Digital,,,2020-Present,Arizona,Cochise,565101,3494709,1380.134,,,,Yes,Yes,From Chad: Fort Huachuca/GSA gage,,565101,3494709
249,,,1400,SoilScape: Node#1400,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73648,-109.9418,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1400,,600236.71,3511714.0161
250,,,1401,SoilScape: Node#1401,60,WGEW,Soil Moisture,,,,,,,,,,,,31.7371,-109.9434,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1401,,600085.6051,3511781.7171
251,,,1402,SoilScape: Node#1402,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73687,-109.9429,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1402,,600137.9621,3511755.9576
252,,,1403,SoilScape: Node#1403,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73667,-109.9426,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1403,,600163.2833,3511733.8093
253,,,1404,SoilScape: Node#1404,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73586,-109.9412,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1404,,600294.1192,3511646.1754
254,,,1405,SoilScape: Node#1405,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73551,-109.941,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1405,,600320.3628,3511607.1817
255,,,1406,SoilScape: Node#1406,60,WGEW,Soil Moisture,,,,,,,,,,,,31.7368,-109.9442,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1406,,600013.7412,3511747.8762
256,,,1407,SoilScape: Node#1407,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73673,-109.9466,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1407,,599787.319,3511737.3595
257,,,1408,SoilScape: Node#1408,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73712,-109.9467,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1408,,599770.607,3511780.4408
258,,,1409,SoilScape: Node#1409,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73791,-109.9466,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1409,,599780.7446,3511868.5602
259,,,1500,SoilScape: Node#1500,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74397,-110.0515,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1500,,589838.8086,3512448.7438
260,,,1501,SoilScape: Node#1501,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74245,-110.0527,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1501,,589731.7232,3512279.1973
261,,,1502,SoilScape: Node#1502,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74273,-110.0526,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1502,,589741.5925,3512309.8798
262,,,1503,SoilScape: Node#1503,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74302,-110.0526,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1503,,589735.437,3512342.3106
263,,,1504,SoilScape: Node#1504,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74269,-110.0528,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1504,,589720.6023,3512305.2653
264,,,1505,SoilScape: Node#1505,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74446,-110.0523,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1505,,589763.5978,3512502.631
265,,,1506,SoilScape: Node#1506,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74405,-110.053,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1506,,589701.2899,3512456.2999
266,,,1507,SoilScape: Node#1507,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74298,-110.0532,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1507,,589682.4274,3512337.7513
267,,,201,RG201 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513001,3524599,1043,31.85705,-110.8626,4.04,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513001,3524599
268,,,202,RG202 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,585357,3511395,1292,31.73481,-110.0989,28100,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,585357,3511395
270,1203,,203,RG203 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,508195,3524179,969,31.85331,-110.9134,6.81,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,508195,3524179
271,1204,,204,RG204 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,509035,3523954,897,31.85127,-110.9045,4.88,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,509035,3523954
272,1205,,205,RG205 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,514020,3519985,1165,31.81541,-110.8519,9.93,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,514020,3519985
273,1206,,206,RG206 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513759,3519764,1155,31.81342,-110.8546,7.6,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513759,3519764
274,1207,,207,RG207 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513934,3520100,1165,31.81645,-110.8528,2.63,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513934,3520100
275,1208,,208,RG207 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513942,3520153,1161,31.81693,-110.8527,2.77,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513942,3520153
276,20873,,73,Well 73,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,580317,3510613,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,580317,3510613
277,20886,,86,Well 86,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,585401,3511340,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,585401,3511340
278,20889,,89,Well 89,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,580351,3510797,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,580351,3510797
279,20891,,91,Well 91,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,580322,3510646,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,580322,3510646
